response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0042,0.0000,0.0000,0.0000,0.0007,0.0034,400,0.2978
0.0081,0.0000,0.0000,0.0000,0.0012,0.0034,400,0.2940
0.0047,0.0000,0.0000,0.0000,0.0010,0.0034,400,0.2976
0.0077,0.0000,0.0000,0.0000,0.0003,0.0035,400,0.2948
0.0047,0.0000,0.0000,0.0000,0.0011,0.0035,400,0.2980
0.0083,0.0000,0.0000,0.0000,0.0011,0.0037,400,0.2946
0.0080,0.0000,0.0000,0.0000,0.0004,0.0037,400,0.2950
0.0086,0.0000,0.0000,0.0000,0.0008,0.0039,400,0.2947
0.0085,0.0000,0.0000,0.0000,0.0005,0.0040,400,0.2949
0.0083,0.0000,0.0000,0.0000,0.0005,0.0043,400,0.2961
0.0087,0.0000,0.0000,0.0000,0.0010,0.0042,400,0.2960
0.0090,0.0000,0.0000,0.0001,0.0011,0.0043,400,0.2959
0.0085,0.0000,0.0000,0.0000,0.0007,0.0039,400,0.2966
0.0082,0.0000,0.0000,0.0000,0.0002,0.0040,400,0.2969
0.0083,0.0000,0.0000,0.0000,0.0003,0.0041,400,0.2968
0.0086,0.0000,0.0000,0.0000,0.0006,0.0041,400,0.2967
0.0083,0.0000,0.0000,0.0000,0.0003,0.0040,400,0.2970
0.0082,0.0000,0.0000,0.0000,0.0005,0.0038,400,0.2977
0.0077,0.0000,0.0000,0.0001,0.0004,0.0038,400,0.2983
0.0088,0.0000,0.0000,0.0000,0.0008,0.0039,400,0.2973
0.0088,0.0000,0.0000,0.0000,0.0008,0.0040,400,0.2974
0.0089,0.0000,0.0000,0.0000,0.0009,0.0039,400,0.2974
0.0095,0.0000,0.0000,0.0007,0.0011,0.0039,400,0.2968
0.0091,0.0000,0.0000,0.0000,0.0010,0.0039,400,0.2972
0.0077,0.0000,0.0000,0.0000,0.0002,0.0040,400,0.2987
0.0090,0.0000,0.0000,0.0000,0.0007,0.0042,400,0.2975
0.0090,0.0000,0.0000,0.0000,0.0010,0.0040,400,0.2975
0.0076,0.0000,0.0000,0.0000,0.0003,0.0039,400,0.2991
0.0076,0.0000,0.0000,0.0000,0.0004,0.0036,400,0.2993
0.0077,0.0000,0.0000,0.0000,0.0006,0.0036,400,0.2992
0.0077,0.0000,0.0000,0.0000,0.0008,0.0031,400,0.2996
0.0077,0.0000,0.0000,0.0000,0.0007,0.0032,400,0.2996
0.0078,0.0000,0.0000,0.0000,0.0007,0.0031,400,0.2997
0.0077,0.0000,0.0000,0.0000,0.0002,0.0032,400,0.2998
0.0080,0.0000,0.0000,0.0000,0.0005,0.0031,400,0.2997
0.0079,0.0000,0.0000,0.0000,0.0002,0.0032,400,0.3000
0.0081,0.0000,0.0000,0.0000,0.0004,0.0033,400,0.2998
0.0082,0.0000,0.0000,0.0000,0.0004,0.0034,400,0.2999
0.0079,0.0000,0.0000,0.0000,0.0001,0.0034,400,0.3002
0.0082,0.0000,0.0000,0.0000,0.0003,0.0035,400,0.3001
0.0081,0.0000,0.0000,0.0000,0.0003,0.0036,400,0.3004
0.0089,0.0000,0.0000,0.0000,0.0003,0.0043,400,0.2997
0.0086,0.0000,0.0000,0.0000,0.0003,0.0038,400,0.3005
0.0081,0.0000,0.0000,0.0000,0.0002,0.0039,400,0.3012
0.0074,0.0000,0.0000,0.0000,0.0002,0.0035,400,0.3021
0.0078,0.0000,0.0000,0.0000,0.0003,0.0037,400,0.3021
0.0080,0.0000,0.0000,0.0000,0.0005,0.0039,400,0.3019
0.0080,0.0000,0.0000,0.0000,0.0005,0.0039,400,0.3020
0.0085,0.0000,0.0000,0.0000,0.0006,0.0040,400,0.3017
0.0090,0.0000,0.0000,0.0000,0.0009,0.0040,400,0.3012
0.0087,0.0000,0.0000,0.0000,0.0008,0.0040,400,0.3016
0.0081,0.0000,0.0000,0.0000,0.0009,0.0034,400,0.3034
0.0092,0.0000,0.0000,0.0000,0.0017,0.0035,400,0.3024
0.0092,0.0000,0.0000,0.0000,0.0015,0.0036,400,0.3024
0.0085,0.0000,0.0000,0.0000,0.0008,0.0037,400,0.3033
0.0109,0.0000,0.0000,0.0000,0.0030,0.0038,400,0.3010
0.0088,0.0000,0.0000,0.0000,0.0011,0.0038,400,0.3032
0.0093,0.0000,0.0000,0.0000,0.0014,0.0040,400,0.3028
0.0092,0.0000,0.0000,0.0000,0.0014,0.0040,400,0.3030
0.0046,0.0000,0.0000,0.0000,0.0010,0.0000,400,0.3076
0.0058,0.0000,0.0000,0.0000,0.0015,0.0000,400,0.3064
0.0058,0.0000,0.0000,0.0001,0.0014,0.0000,400,0.3065
0.0049,0.0000,0.0000,0.0000,0.0012,0.0000,400,0.3075
0.0059,0.0000,0.0000,0.0000,0.0015,0.0000,400,0.3065
0.0075,0.0000,0.0000,0.0000,0.0005,0.0035,400,0.3049
0.0078,0.0000,0.0000,0.0000,0.0007,0.0035,400,0.3047
0.0057,0.0000,0.0000,0.0000,0.0016,0.0000,400,0.3069
0.0082,0.0000,0.0000,0.0000,0.0013,0.0036,400,0.3044
0.0075,0.0000,0.0000,0.0000,0.0003,0.0034,400,0.3051
0.0061,0.0000,0.0000,0.0000,0.0018,0.0000,400,0.3067
0.0068,0.0000,0.0000,0.0000,0.0004,0.0029,400,0.3060
0.0068,0.0000,0.0000,0.0000,0.0003,0.0029,400,0.3060
0.0066,0.0000,0.0000,0.0000,0.0023,0.0001,400,0.3063
0.0068,0.0000,0.0000,0.0000,0.0028,0.0000,400,0.3061
0.0049,0.0000,0.0000,0.0000,0.0010,0.0000,400,0.3081
0.0060,0.0000,0.0000,0.0000,0.0011,0.0012,400,0.3073
0.0059,0.0000,0.0000,0.0000,0.0011,0.0012,400,0.3074
0.0054,0.0000,0.0000,0.0000,0.0006,0.0013,400,0.3080
0.0057,0.0000,0.0000,0.0000,0.0009,0.0013,400,0.3077
0.0066,0.0000,0.0000,0.0000,0.0015,0.0011,400,0.3069
0.0056,0.0000,0.0000,0.0000,0.0012,0.0010,400,0.3079
0.0084,0.0000,0.0000,0.0000,0.0010,0.0036,400,0.3051
0.0084,0.0000,0.0000,0.0000,0.0009,0.0037,400,0.3052
0.0074,0.0000,0.0000,0.0000,0.0024,0.0009,400,0.3062
0.0076,0.0000,0.0000,0.0000,0.0024,0.0010,400,0.3063
0.0079,0.0000,0.0000,0.0000,0.0006,0.0040,400,0.3060
0.0080,0.0000,0.0000,0.0000,0.0016,0.0022,400,0.3064
0.0092,0.0000,0.0000,0.0000,0.0007,0.0046,400,0.3053
0.0040,0.0000,0.0000,0.0000,0.0029,0.0000,400,0.3133
0.0040,0.0000,0.0000,0.0000,0.0030,0.0000,400,0.3133
0.0082,0.0000,0.0000,0.0000,0.0046,0.0000,400,0.3091
0.0091,0.0000,0.0000,0.0000,0.0047,0.0002,400,0.3083
0.0031,0.0000,0.0000,0.0000,0.0030,0.0001,400,0.3144
0.0050,0.0000,0.0000,0.0000,0.0049,0.0000,400,0.3125
0.0053,0.0000,0.0000,0.0000,0.0052,0.0001,400,0.3124
0.0043,0.0000,0.0000,0.0000,0.0040,0.0001,400,0.3136
0.0053,0.0000,0.0000,0.0000,0.0051,0.0000,400,0.3126
0.0035,0.0000,0.0000,0.0000,0.0034,0.0000,400,0.3145
0.0095,0.0000,0.0000,0.0000,0.0053,0.0001,400,0.3085
0.0046,0.0000,0.0000,0.0000,0.0044,0.0001,400,0.3135
0.0049,0.0000,0.0000,0.0000,0.0048,0.0000,400,0.3134
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,400,0.3122
0.0081,0.0000,0.0000,0.0000,0.0051,0.0000,400,0.3102
0.0057,0.0000,0.0000,0.0000,0.0055,0.0001,400,0.3128
0.0056,0.0000,0.0000,0.0000,0.0055,0.0001,400,0.3130
0.0064,0.0000,0.0000,0.0000,0.0063,0.0000,400,0.3122
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,400,0.3135
0.0055,0.0000,0.0000,0.0000,0.0053,0.0001,400,0.3134
0.0083,0.0000,0.0000,0.0000,0.0065,0.0017,400,0.3122
0.0026,0.0000,0.0000,0.0000,0.0024,0.0001,400,0.3183
0.0086,0.0000,0.0000,0.0000,0.0050,0.0035,400,0.3126
0.0114,0.0000,0.0000,0.0000,0.0058,0.0027,400,0.3102
0.0117,0.0000,0.0000,0.0000,0.0058,0.0030,400,0.3103
0.0049,0.0000,0.0000,0.0000,0.0047,0.0001,400,0.3173
0.0122,0.0000,0.0000,0.0000,0.0059,0.0032,400,0.3100
0.0051,0.0000,0.0000,0.0000,0.0049,0.0000,400,0.3173
0.0131,0.0000,0.0000,0.0000,0.0048,0.0048,400,0.3093
0.0049,0.0000,0.0000,0.0000,0.0048,0.0000,400,0.3175
0.0051,0.0000,0.0000,0.0000,0.0049,0.0000,400,0.3175
0.0104,0.0000,0.0000,0.0000,0.0062,0.0041,400,0.3122
0.0051,0.0000,0.0000,0.0000,0.0050,0.0000,400,0.3175
0.0092,0.0000,0.0000,0.0000,0.0054,0.0037,400,0.3136
0.0049,0.0000,0.0000,0.0000,0.0047,0.0000,400,0.3181
0.0024,0.0000,0.0000,0.0001,0.0020,0.0000,400,0.3206
0.0115,0.0000,0.0000,0.0000,0.0059,0.0039,400,0.3115
0.0117,0.0000,0.0000,0.0000,0.0060,0.0040,400,0.3114
0.0096,0.0000,0.0000,0.0000,0.0053,0.0041,400,0.3136
0.0113,0.0000,0.0000,0.0000,0.0061,0.0051,400,0.3130
0.0114,0.0000,0.0000,0.0000,0.0061,0.0052,400,0.3130
0.0128,0.0000,0.0000,0.0000,0.0060,0.0052,400,0.3116
0.0117,0.0000,0.0000,0.0000,0.0055,0.0052,400,0.3128
0.0107,0.0000,0.0000,0.0000,0.0053,0.0052,400,0.3139
0.0127,0.0000,0.0000,0.0000,0.0061,0.0052,400,0.3119
0.0107,0.0000,0.0000,0.0000,0.0053,0.0053,400,0.3139
0.0120,0.0000,0.0000,0.0000,0.0062,0.0054,400,0.3128
0.0129,0.0000,0.0000,0.0000,0.0061,0.0055,400,0.3120
0.0151,0.0000,0.0000,0.0000,0.0054,0.0055,400,0.3098
0.0130,0.0000,0.0000,0.0000,0.0060,0.0056,400,0.3121
0.0133,0.0000,0.0000,0.0000,0.0053,0.0057,400,0.3118
0.0152,0.0000,0.0000,0.0000,0.0054,0.0057,400,0.3100
0.0074,0.0000,0.0000,0.0000,0.0016,0.0057,400,0.3178
0.0071,0.0000,0.0000,0.0000,0.0013,0.0058,400,0.3181
0.0067,0.0000,0.0000,0.0001,0.0007,0.0058,400,0.3186
0.0168,0.0000,0.0000,0.0000,0.0071,0.0058,400,0.3086
0.0160,0.0000,0.0000,0.0000,0.0049,0.0078,400,0.3095
0.0129,0.0000,0.0000,0.0000,0.0069,0.0059,400,0.3126
0.0077,0.0000,0.0000,0.0000,0.0017,0.0060,400,0.3178
0.0175,0.0000,0.0000,0.0000,0.0073,0.0060,400,0.3082
0.0134,0.0000,0.0000,0.0000,0.0071,0.0061,400,0.3124
0.0135,0.0000,0.0000,0.0000,0.0072,0.0062,400,0.3124
0.0079,0.0000,0.0000,0.0000,0.0015,0.0062,400,0.3180
0.0087,0.0000,0.0000,0.0000,0.0049,0.0037,400,0.3174
0.0084,0.0000,0.0000,0.0000,0.0048,0.0034,400,0.3177
0.0049,0.0000,0.0000,0.0000,0.0016,0.0031,400,0.3212
0.0073,0.0000,0.0000,0.0000,0.0014,0.0032,400,0.3189
0.0075,0.0000,0.0000,0.0000,0.0015,0.0033,400,0.3189
0.0079,0.0000,0.0000,0.0000,0.0043,0.0034,400,0.3186
0.0080,0.0000,0.0000,0.0000,0.0044,0.0035,400,0.3186
0.0058,0.0000,0.0000,0.0000,0.0020,0.0036,400,0.3209
0.0086,0.0000,0.0000,0.0001,0.0047,0.0038,400,0.3183
0.0086,0.0000,0.0000,0.0000,0.0047,0.0038,400,0.3183
0.0052,0.0000,0.0000,0.0000,0.0021,0.0030,400,0.3220
0.0056,0.0000,0.0000,0.0000,0.0023,0.0030,400,0.3217
0.0051,0.0000,0.0000,0.0000,0.0019,0.0031,400,0.3222
0.0052,0.0000,0.0000,0.0000,0.0019,0.0032,400,0.3222
0.0051,0.0000,0.0000,0.0000,0.0017,0.0033,400,0.3224
0.0051,0.0000,0.0000,0.0000,0.0016,0.0034,400,0.3226
0.0052,0.0000,0.0000,0.0000,0.0016,0.0035,400,0.3225
0.0056,0.0000,0.0000,0.0000,0.0018,0.0037,400,0.3224
0.0076,0.0000,0.0000,0.0000,0.0018,0.0056,400,0.3224
0.0077,0.0000,0.0000,0.0000,0.0015,0.0061,400,0.3226
0.0079,0.0000,0.0000,0.0000,0.0014,0.0064,400,0.3228
0.0122,0.0000,0.0000,0.0000,0.0004,0.0085,400,0.3230
0.0101,0.0000,0.0000,0.0000,0.0004,0.0065,400,0.3230
0.0134,0.0000,0.0000,0.0000,0.0026,0.0068,400,0.3231
0.0134,0.0000,0.0000,0.0000,0.0027,0.0068,400,0.3232
0.0126,0.0000,0.0000,0.0002,0.0008,0.0056,400,0.3244
0.0123,0.0000,0.0000,0.0030,0.0008,0.0021,400,0.3248
0.0122,0.0000,0.0000,0.0030,0.0008,0.0021,400,0.3249
0.0117,0.0000,0.0000,0.0024,0.0009,0.0022,400,0.3255
0.0117,0.0000,0.0000,0.0023,0.0009,0.0023,400,0.3256
0.0121,0.0000,0.0000,0.0022,0.0014,0.0023,400,0.3253
0.0143,0.0000,0.0000,0.0030,0.0013,0.0024,400,0.3233
0.0132,0.0000,0.0000,0.0030,0.0013,0.0024,400,0.3244
0.0132,0.0000,0.0000,0.0025,0.0016,0.0026,400,0.3246
0.0134,0.0000,0.0000,0.0025,0.0017,0.0026,400,0.3245
0.0136,0.0000,0.0000,0.0030,0.0013,0.0028,400,0.3245
0.0123,0.0000,0.0000,0.0020,0.0013,0.0029,400,0.3260
0.0129,0.0000,0.0000,0.0025,0.0013,0.0030,400,0.3254
0.0129,0.0000,0.0000,0.0024,0.0013,0.0030,400,0.3256
0.0130,0.0000,0.0000,0.0025,0.0014,0.0031,400,0.3255
0.0126,0.0000,0.0000,0.0031,0.0004,0.0031,400,0.3260
0.0123,0.0000,0.0000,0.0029,0.0004,0.0033,400,0.3265
0.0127,0.0000,0.0000,0.0027,0.0008,0.0033,400,0.3261
0.0126,0.0000,0.0000,0.0029,0.0007,0.0031,400,0.3263
0.0126,0.0000,0.0000,0.0027,0.0009,0.0031,400,0.3264
0.0128,0.0000,0.0000,0.0026,0.0012,0.0031,400,0.3262
0.0131,0.0000,0.0000,0.0028,0.0014,0.0029,400,0.3261
0.0140,0.0000,0.0000,0.0032,0.0016,0.0030,400,0.3253
0.0164,0.0000,0.0000,0.0024,0.0054,0.0020,400,0.3246
0.0167,0.0000,0.0000,0.0030,0.0051,0.0022,400,0.3245
0.0144,0.0000,0.0000,0.0000,0.0036,0.0022,400,0.3269
0.0060,0.0000,0.0000,0.0000,0.0009,0.0022,400,0.3353
0.0105,0.0000,0.0000,0.0000,0.0021,0.0022,400,0.3308
0.0145,0.0000,0.0000,0.0001,0.0035,0.0023,400,0.3269
0.0062,0.0000,0.0000,0.0000,0.0011,0.0023,400,0.3352
0.0142,0.0000,0.0000,0.0001,0.0033,0.0024,400,0.3272
0.0142,0.0000,0.0000,0.0000,0.0032,0.0025,400,0.3274
0.0150,0.0000,0.0000,0.0000,0.0037,0.0025,400,0.3267
0.0145,0.0000,0.0000,0.0000,0.0033,0.0026,400,0.3273
0.0143,0.0000,0.0000,0.0000,0.0029,0.0027,400,0.3276
0.0147,0.0000,0.0000,0.0000,0.0035,0.0027,400,0.3272
0.0122,0.0000,0.0000,0.0000,0.0025,0.0030,400,0.3300
0.0146,0.0000,0.0000,0.0000,0.0029,0.0031,400,0.3277
0.0122,0.0000,0.0000,0.0000,0.0023,0.0034,400,0.3305
0.0152,0.0000,0.0000,0.0002,0.0031,0.0035,400,0.3275
0.0171,0.0000,0.0000,0.0024,0.0050,0.0036,400,0.3258
0.0170,0.0000,0.0000,0.0024,0.0049,0.0036,400,0.3259
0.0150,0.0000,0.0000,0.0000,0.0029,0.0037,400,0.3280
0.0180,0.0000,0.0000,0.0031,0.0049,0.0038,400,0.3251
0.0006,0.0000,0.0000,0.0000,0.0003,0.0001,400,0.3427
0.0184,0.0000,0.0000,0.0033,0.0047,0.0041,400,0.3249
0.0005,0.0000,0.0000,0.0000,0.0004,0.0000,400,0.3431
0.0187,0.0000,0.0000,0.0032,0.0048,0.0044,400,0.3251
0.0187,0.0000,0.0000,0.0032,0.0047,0.0045,400,0.3252
0.0187,0.0000,0.0000,0.0032,0.0047,0.0045,400,0.3252
0.0055,0.0000,0.0000,0.0000,0.0008,0.0025,400,0.3390
0.0059,0.0000,0.0000,0.0000,0.0010,0.0028,400,0.3390
0.0079,0.0000,0.0000,0.0000,0.0026,0.0028,400,0.3370
0.0065,0.0000,0.0000,0.0000,0.0014,0.0029,400,0.3385
0.0063,0.0000,0.0000,0.0000,0.0012,0.0030,400,0.3389
0.0064,0.0000,0.0000,0.0000,0.0014,0.0030,400,0.3388
0.0069,0.0000,0.0000,0.0000,0.0015,0.0032,400,0.3384
0.0068,0.0000,0.0000,0.0000,0.0015,0.0032,400,0.3386
0.0071,0.0000,0.0000,0.0000,0.0017,0.0032,400,0.3383
0.0080,0.0000,0.0000,0.0000,0.0021,0.0034,400,0.3376
0.0085,0.0000,0.0000,0.0000,0.0024,0.0035,400,0.3373
0.0085,0.0000,0.0000,0.0000,0.0023,0.0035,400,0.3374
0.0082,0.0000,0.0000,0.0000,0.0020,0.0037,400,0.3378
0.0086,0.0000,0.0000,0.0000,0.0023,0.0038,400,0.3375
0.0047,0.0000,0.0000,0.0000,0.0018,0.0001,400,0.3415
0.0046,0.0000,0.0000,0.0000,0.0017,0.0000,400,0.3416
0.0043,0.0000,0.0000,0.0000,0.0014,0.0000,400,0.3419
0.0090,0.0000,0.0000,0.0000,0.0024,0.0039,400,0.3374
0.0046,0.0000,0.0000,0.0000,0.0018,0.0000,400,0.3418
0.0051,0.0000,0.0000,0.0000,0.0021,0.0000,400,0.3413
0.0054,0.0000,0.0000,0.0000,0.0024,0.0000,400,0.3410
0.0036,0.0000,0.0000,0.0000,0.0029,0.0000,400,0.3429
0.0053,0.0000,0.0000,0.0000,0.0024,0.0000,400,0.3412
0.0085,0.0000,0.0000,0.0000,0.0020,0.0041,400,0.3381
0.0053,0.0000,0.0000,0.0000,0.0024,0.0000,400,0.3413
0.0052,0.0000,0.0000,0.0000,0.0023,0.0000,400,0.3414
0.0054,0.0000,0.0000,0.0000,0.0025,0.0000,400,0.3412
0.0085,0.0000,0.0000,0.0000,0.0018,0.0044,400,0.3383
0.0034,0.0000,0.0000,0.0000,0.0030,0.0002,400,0.3434
0.0104,0.0000,0.0000,0.0000,0.0030,0.0045,400,0.3366
0.0079,0.0000,0.0000,0.0000,0.0011,0.0045,400,0.3391
0.0080,0.0000,0.0000,0.0000,0.0002,0.0046,400,0.3392
0.0044,0.0000,0.0000,0.0000,0.0002,0.0041,400,0.3430
0.0048,0.0000,0.0000,0.0000,0.0007,0.0040,400,0.3429
0.0078,0.0000,0.0000,0.0000,0.0018,0.0031,400,0.3414
0.0071,0.0000,0.0000,0.0000,0.0005,0.0032,400,0.3422
0.0035,0.0000,0.0000,0.0000,0.0030,0.0005,400,0.3465
0.0082,0.0000,0.0000,0.0000,0.0016,0.0038,400,0.3420
0.0133,0.0000,0.0000,0.0000,0.0028,0.0079,400,0.3371
0.0127,0.0000,0.0000,0.0000,0.0021,0.0082,400,0.3379
0.0145,0.0000,0.0000,0.0000,0.0031,0.0085,400,0.3365
0.0139,0.0000,0.0000,0.0000,0.0026,0.0086,400,0.3372
0.0045,0.0000,0.0000,0.0000,0.0028,0.0016,400,0.3467
0.0080,0.0000,0.0000,0.0021,0.0004,0.0014,400,0.3433
0.0022,0.0000,0.0000,0.0000,0.0007,0.0014,400,0.3492
0.0057,0.0000,0.0000,0.0000,0.0009,0.0015,400,0.3458
0.0067,0.0000,0.0000,0.0000,0.0017,0.0016,400,0.3449
0.0062,0.0000,0.0000,0.0000,0.0013,0.0016,400,0.3454
0.0065,0.0000,0.0000,0.0000,0.0014,0.0018,400,0.3453
0.0065,0.0000,0.0000,0.0000,0.0013,0.0019,400,0.3455
0.0064,0.0000,0.0000,0.0000,0.0012,0.0019,400,0.3456
0.0083,0.0000,0.0000,0.0000,0.0021,0.0020,400,0.3439
0.0072,0.0000,0.0000,0.0000,0.0018,0.0021,400,0.3451
0.0078,0.0000,0.0000,0.0000,0.0021,0.0021,400,0.3445
0.0065,0.0000,0.0000,0.0000,0.0009,0.0025,400,0.3459
0.0076,0.0000,0.0000,0.0000,0.0019,0.0023,400,0.3450
0.0134,0.0000,0.0000,0.0000,0.0029,0.0024,400,0.3393
0.0077,0.0000,0.0000,0.0000,0.0018,0.0025,400,0.3451
0.0052,0.0000,0.0000,0.0001,0.0025,0.0025,400,0.3476
0.0077,0.0000,0.0000,0.0000,0.0018,0.0026,400,0.3452
0.0060,0.0000,0.0000,0.0000,0.0033,0.0027,400,0.3470
0.0060,0.0000,0.0000,0.0000,0.0031,0.0028,400,0.3472
0.0096,0.0000,0.0000,0.0000,0.0025,0.0028,400,0.3436
0.0062,0.0000,0.0000,0.0000,0.0032,0.0029,400,0.3470
0.0106,0.0000,0.0000,0.0000,0.0032,0.0029,400,0.3428
0.0059,0.0000,0.0000,0.0000,0.0029,0.0030,400,0.3475
0.0119,0.0000,0.0000,0.0000,0.0031,0.0031,400,0.3416
0.0074,0.0000,0.0000,0.0000,0.0042,0.0031,400,0.3461
0.0074,0.0000,0.0000,0.0000,0.0041,0.0032,400,0.3463
0.0100,0.0000,0.0000,0.0000,0.0025,0.0033,400,0.3438
0.0077,0.0000,0.0000,0.0000,0.0042,0.0034,400,0.3462
0.0101,0.0000,0.0000,0.0000,0.0025,0.0035,400,0.3439
0.0076,0.0000,0.0000,0.0000,0.0041,0.0034,400,0.3464
0.0118,0.0000,0.0000,0.0000,0.0047,0.0035,400,0.3423
0.0080,0.0000,0.0000,0.0000,0.0039,0.0036,400,0.3462
0.0078,0.0000,0.0000,0.0000,0.0041,0.0036,400,0.3464
0.0076,0.0000,0.0000,0.0000,0.0039,0.0037,400,0.3467
0.0079,0.0000,0.0000,0.0000,0.0041,0.0037,400,0.3465
0.0051,0.0000,0.0000,0.0000,0.0013,0.0037,400,0.3493
0.0078,0.0000,0.0000,0.0000,0.0039,0.0038,400,0.3467
0.0085,0.0000,0.0000,0.0000,0.0012,0.0038,400,0.3460
0.0084,0.0000,0.0000,0.0000,0.0007,0.0034,400,0.3466
0.0087,0.0000,0.0000,0.0000,0.0048,0.0035,400,0.3464
0.0084,0.0000,0.0000,0.0000,0.0006,0.0035,400,0.3468
0.0089,0.0000,0.0000,0.0001,0.0010,0.0036,400,0.3465
0.0092,0.0000,0.0000,0.0000,0.0014,0.0038,400,0.3463
0.0060,0.0000,0.0000,0.0000,0.0003,0.0038,400,0.3501
0.0062,0.0000,0.0000,0.0000,0.0005,0.0039,400,0.3500
0.0078,0.0000,0.0000,0.0000,0.0006,0.0037,400,0.3516
0.0083,0.0000,0.0000,0.0000,0.0008,0.0040,400,0.3514
0.0081,0.0000,0.0000,0.0000,0.0004,0.0040,400,0.3517
0.0084,0.0000,0.0000,0.0000,0.0008,0.0041,400,0.3515
0.0087,0.0000,0.0000,0.0000,0.0010,0.0041,400,0.3513
0.0094,0.0000,0.0000,0.0000,0.0013,0.0042,400,0.3506
0.0091,0.0000,0.0000,0.0000,0.0013,0.0042,400,0.3510
0.0089,0.0000,0.0000,0.0001,0.0011,0.0042,400,0.3512
0.0097,0.0000,0.0000,0.0000,0.0019,0.0043,400,0.3505
0.0092,0.0000,0.0000,0.0000,0.0012,0.0044,400,0.3510
0.0082,0.0000,0.0000,0.0000,0.0004,0.0040,400,0.3522
0.0082,0.0000,0.0000,0.0000,0.0003,0.0040,400,0.3523
0.0087,0.0000,0.0000,0.0000,0.0009,0.0040,400,0.3519
0.0088,0.0000,0.0000,0.0000,0.0007,0.0043,400,0.3520
0.0088,0.0000,0.0000,0.0000,0.0007,0.0043,400,0.3521
0.0068,0.0000,0.0000,0.0000,0.0003,0.0024,400,0.3542
0.0070,0.0000,0.0000,0.0000,0.0004,0.0025,400,0.3541
0.0071,0.0000,0.0000,0.0000,0.0005,0.0024,400,0.3540
0.0073,0.0000,0.0000,0.0000,0.0008,0.0024,400,0.3539
0.0072,0.0000,0.0000,0.0000,0.0007,0.0024,400,0.3540
0.0077,0.0000,0.0000,0.0000,0.0011,0.0024,400,0.3536
0.0076,0.0000,0.0000,0.0000,0.0010,0.0024,400,0.3537
0.0076,0.0000,0.0000,0.0000,0.0010,0.0024,400,0.3538
0.0080,0.0000,0.0000,0.0000,0.0015,0.0024,400,0.3533
0.0081,0.0000,0.0000,0.0000,0.0015,0.0025,400,0.3534
0.0081,0.0000,0.0000,0.0000,0.0014,0.0025,400,0.3534
0.0080,0.0000,0.0000,0.0000,0.0014,0.0025,400,0.3535
0.0088,0.0000,0.0000,0.0000,0.0020,0.0026,400,0.3529
0.0088,0.0000,0.0000,0.0000,0.0019,0.0028,400,0.3530
0.0089,0.0000,0.0000,0.0000,0.0020,0.0028,400,0.3530
0.0088,0.0000,0.0000,0.0000,0.0018,0.0029,400,0.3532
0.0089,0.0000,0.0000,0.0000,0.0019,0.0029,400,0.3532
0.0096,0.0000,0.0000,0.0000,0.0026,0.0029,400,0.3526
0.0098,0.0000,0.0000,0.0000,0.0027,0.0029,400,0.3524
0.0098,0.0000,0.0000,0.0000,0.0027,0.0030,400,0.3525
0.0096,0.0000,0.0000,0.0000,0.0026,0.0030,400,0.3527
0.0095,0.0000,0.0000,0.0000,0.0025,0.0030,400,0.3528
0.0072,0.0000,0.0000,0.0000,0.0003,0.0030,400,0.3552
0.0074,0.0000,0.0000,0.0000,0.0004,0.0031,400,0.3551
0.0075,0.0000,0.0000,0.0000,0.0005,0.0030,400,0.3550
0.0081,0.0000,0.0000,0.0000,0.0006,0.0031,400,0.3545
0.0082,0.0000,0.0000,0.0000,0.0007,0.0031,400,0.3545
0.0084,0.0000,0.0000,0.0001,0.0008,0.0032,400,0.3544
0.0085,0.0000,0.0000,0.0000,0.0010,0.0033,400,0.3544
0.0087,0.0000,0.0000,0.0000,0.0012,0.0034,400,0.3543
0.0087,0.0000,0.0000,0.0000,0.0012,0.0034,400,0.3543
0.0076,0.0000,0.0000,0.0000,0.0004,0.0034,400,0.3554
0.0076,0.0000,0.0000,0.0000,0.0003,0.0035,400,0.3555
0.0089,0.0000,0.0000,0.0000,0.0004,0.0043,400,0.3561
0.0091,0.0000,0.0000,0.0000,0.0003,0.0043,400,0.3562
0.0084,0.0000,0.0000,0.0000,0.0005,0.0044,400,0.3601
0.0085,0.0000,0.0000,0.0000,0.0005,0.0044,400,0.3601
0.0087,0.0000,0.0000,0.0000,0.0007,0.0046,400,0.3601
0.0092,0.0000,0.0000,0.0000,0.0010,0.0046,400,0.3597
0.0091,0.0000,0.0000,0.0000,0.0009,0.0047,400,0.3598
0.0097,0.0000,0.0000,0.0000,0.0011,0.0048,400,0.3594
0.0092,0.0000,0.0000,0.0000,0.0009,0.0048,400,0.3599
0.0096,0.0000,0.0000,0.0000,0.0013,0.0048,400,0.3597
0.0089,0.0000,0.0000,0.0000,0.0005,0.0043,400,0.3606
0.0093,0.0000,0.0000,0.0000,0.0006,0.0044,400,0.3602
0.0095,0.0000,0.0000,0.0000,0.0007,0.0044,400,0.3602
0.0093,0.0000,0.0000,0.0000,0.0006,0.0045,400,0.3605
0.0073,0.0000,0.0000,0.0000,0.0022,0.0000,400,0.3624
